  1,"First Three Minutes, The","Weinberg, Steven",1988,Basic Books,Science & Technology
358,Reopening the Word:  Reading Mark as Theology in the Context of Early Judaism,"Sabin, Marie Noonan",2002,Oxford University Press,Religion & Beliefs
359,Reporting on Risks: The Practice and Ethics of Health and Safety Communication,"Willis, Jim",1997,Praeger Publishers,Health; Social Issues
360,"Research and Knowledge at Work: Perspectives, Case-Studies and Innovative Strategies","Garrick, John",2000,Routledge,Business & Law; Science & Technology
361,Research Designs for Political Science: Contrivance and Demonstration in Theory and Practice,"Bositis, David A.",1990,Southern Illinois University,Reference & Languages; Social Issues
362,Research on Classroom Ecologies: Implications for Inclusion of Children with Learning Disabilities,"Keogh, Barbara K.",1996,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Health; Science & Technology; Social Issues"
363,Research Review for School Leaders ,"Wraga, William G.",2000,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Social Issues"
364,Rethinking Freire:  Globalization and the Environmental Crisis,"Bowers, C. A.",2005,Lawrence Erlbaum Associates,"Biography; Family, Childhood, & Education; Nature; Science & Technology; Social Issues"
365,Revising Life: Sylvia Plath's Ariel Poems,"Van Dyne, Susan R.",1993,University of North Carolina Press,Fiction & Literature
366,"Roots of Chicano Politics, 1600-1940 ","Gómez-Quiñones, Juan",1994,University of New Mexico Press,Social Issues
367,Rowand Anderson: The Premier Architect of Scotland,"McKinstry, Sam",1991,Edinburgh University Press,Art; Biography
368,Russia and the Soviet Union: An Historical Introduction from the Kievan State to the Present,"Thompson, John",1998,Westview Press,History & Social Studies; Travel & Places
369,Russia beyond Communism: A Chronicle of National Rebirth,"Krasnov, Vladislav",1991,Westview Press,History & Social Studies; Social Issues; Travel & Places
370,Russian Women in Politics and Society ,"Rule, Wilma",1996,Greenwood Press,Social Issues; True Crime
371,"Sartre, Foucault, and Historical Reason ","Flynn, Thomas R.",1997,University of Chicago Press,History & Social Studies; Philosophy
372,Scientific Approaches to Consciousness ,"Cohen, Jonathan D.",1997,Lawrence Erlbaum Associates,Philosophy
373,Security and Safety in Los Angeles High-Rise Buildings after 9/11 ,"Archibald, Rae W.",2002,Rand,Art; Social Issues; True Crime
374,Security Cooperation in the Asia-Pacific Region ,"Ball, Desmond",1993,Center for Strategic and International Studies,Social Issues; True Crime
375,Selected Spiritual Writings ,"Bond, H. Lawrence",1997,Paulist Press,Biography; Religion & Beliefs
376,Selected Writings on the State and the Transition to Socialism ,"Bukharin, Nikolai I.",1982,M. E. Sharpe,History & Social Studies; Social Issues
377,Self as Person in Asian Theory and Practice ,"Ames, Roger T.",1994,State University of New York Press,Philosophy
378,"Self Expressions: Mind, Morals, and the Meaning of Life","Flanagan, Owen",1996,Oxford University Press,Health; Philosophy; Science & Technology
379,Self Love and Christian Ethics ,"Weaver, Darlene Fozard",2002,Cambridge University Press,Health; Religion & Beliefs
380,Self-Knowledge and the Self ,"Jopling, David A.",2000,Routledge,Health; Science & Technology
381,Separation: Anxiety and Anger,"Bowlby, John",1973,Basic Books,"Family, Childhood, & Education; Health; Science & Technology; Social Issues"
382,Sexual Images of the Self: The Psychology of Erotic Sensations and Illusions,"Fisher, S.",1989,Lawrence Erlbaum Associates,Health; Science & Technology
383,Shakespeare and His Theatre ,"Bentley, Gerald E., Jr.",1964,University of Nebraska Press,Biography; Fiction & Literature
384,"Shamans/Neo-Shamans: Contested Ecstasies, Alternative Archaeologies, and Contemporary Pagans","Wallis, Robert J.",2003,Routledge,Health; Religion & Beliefs
385,Shrines of the Slave Trade: Diola Religion and Society in Precolonial Senegambia,"Baum, Robert M.",1999,Oxford University Press,History & Social Studies; Travel & Places
386,Sites of Violence:  Gender and Conflict Zones,"Giles, Wenona Mary",2004,University of California Press,Social Issues
387,Six Armies in Tennessee: The Chickamauga and Chattanooga Campaigns,"Woodworth, Steven E.",1998,University of Nebraska Press,History & Social Studies; Military; Travel & Places
388,Social Action with Children and Families:  A Community Development Approach to Child and Family Welfare,"Cannan, Crescy",1997,Routledge,Social Issues
389,Social Hierarchies: Essays toward a Sociophysiological Perspective,"Barchas, Patricia R.",1984,Greenwood Press,Social Issues
390,"Social Policy, Public Policy: From Problem to Practice","Edwards, Meredith",2001,Allen & Unwin,Social Issues
391,Social Theory and Social Policy: Essays in Honor of James S. Coleman,"Sorensen, Aage B.",1993,Praeger Publishers,"Family, Childhood, & Education; Philosophy; Social Issues"
392,Social Treatment: An Introduction to Interpersonal Helping in Social Work Practice,"Whittaker, James K.",1989,Aldine de Gruyter,Social Issues
393,Social Work: Search for Identity,"Leighninger, Leslie",1987,Greenwood Press,Social Issues
394,"Society and Power: Five New England Towns, 1800-1860","Doherty, Robert",1977,University of Massachusetts Press,Social Issues
395,Spinoza: A Collection of Critical Essays,"Grene, Marjorie Glicksman",1973,Anchor Books,Philosophy
396,Steal This University:  The Rise of the Corporate University and the Academic Labor Movement,"Johnson, Benjamin",2003,Routledge,"Business & Law; Family, Childhood, & Education; Social Issues"
397,Stories Matter: The Role of Narrative in Medical Ethics,"Charon, Rita",2002,Routledge,Health; Philosophy; Reference & Languages
398,Strategic Leadership: A Multiorganizational-Level Perspective,"Phillips, Robert L.",1992,Quorum Books,Business & Law
399,Strengthening Nuclear Nonproliferation ,"Bailey, Kathleen C.",1993,Westview Press,Social Issues
400,Strong Medicine: The Ethical Rationing of Health Care,"Menzel, Paul T.",1990,Oxford University Press,Business & Law; Health; Philosophy
401,Subjectivism and Economic Analysis:  Essays in Memory of Ludwig M. Lachmann,"Lachmann, Ludwig M.",1998,Routledge,Business & Law
402,Sustainability: The Corporate Challenge of the 21st Century,"Dunphy, Dexter",2000,Allen & Unwin,Business & Law
403,Talking to Adults ,"Blum-Kulka, Shoshana",2002,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Reference & Languages; Social Issues"
404,Teaching Introduction to Women's Studies: Expectations and Strategies,"Winkler, Barbara Scott",1999,Bergin & Garvey,Social Issues
405,Teaching the Media: International Perspectives,"Hart, Andrew",1998,Lawrence Erlbaum Associates,Social Issues
406,Techno-Diplomacy: U.S.-Soviet Confrontations in Science and Technology,"Schweitzer, G. E.",1989,Plenum Press,Science & Technology
407,Television and Its Viewers:  Cultivation Theory and Research,"Shanahan, James",1999,Cambridge University Press,"Music, TV, Movies, & more; Science & Technology"
408,Temperament and Personality Development across the Life Span ,"Molfese, Dennis L.",2000,Lawrence Erlbaum Associates,Health; Science & Technology
409,Terms of Engagement: The United States and the European Security Identity,"Brenner, Michael",1998,Praeger,History & Social Studies; Military; Social Issues; True Crime
410,Thauma Idesthai: The Phenomenology of Sight and Appearance in Archaic Greek,"Prier, Raymond A.",1989,Florida State University Press,Fiction & Literature; Reference & Languages
411,The $800 Million Pill:  The Truth behind the Cost of New Drugs,"Goozner, Merrill",2004,University of California Press,Health; Reference & Languages
412,The Ambassadors and America's Soviet Policy ,"Mayers, David",1995,Oxford University Press,Social Issues
413,The Analytic Freud: Philosophy and Psychoanalysis,"Levine, Michael P.",2000,Routledge,Health; Science & Technology
414,The Arts of Performance in Elizabethan and Early Stuart Drama: Essays for G.K. Hunter,"Biggs, Murray",1991,Edinburgh University Press,"Fiction & Literature; Music, TV, Movies, & more"
415,The Argumentative Turn in Policy Analysis and Planning ,"Fischer, Frank",1993,UCL Press,Reference & Languages; Social Issues
416,The Big Five: Arms Control Decision-Making in the Soviet Union,"Savel'yev, Aleksandr G.",1995,Praeger Publishers,Social Issues
417,The Bond Markets of Developing East Asia ,"Emery, Robert F.",1997,Westview Press,Business & Law
418,The Celebration of the Fantastic: Selected Papers from the Tenth Anniversary International Conference on the Fantastic in the Arts,"Morse, Donald E.",1992,Greenwood Press,Fantasy; Fiction & Literature
419,"The Central Intelligence Agency: An Instrument of Government, to 1950","Darling, Arthur B.",1990,Pennsylvania State University Press,Social Issues; True Crime
420,The Challenge of NATO Enlargement ,"Bebler, Anton A.",1999,Praeger Publishers,Social Issues
421,The Child in Christian Thought ,"Bunge, Marcia J.",2001,W B Eerdmans,"Family, Childhood, & Education; Philosophy; Religion & Beliefs; Social Issues"
422,The Comedy of the Fantastic: Ecological Perspectives on the Fantasy Novel,"Elgin, Don G.",1985,Greenwood Press,Fantasy; Fiction & Literature; Humor & Games
423,The Coming Crisis in Israel: Private Faith and Public Policy,"Zucker, Norman L.",1973,unknown,History & Social Studies; Religion & Beliefs; Social Issues
424,The Decline of American Gentility ,"Persons, Stow",1973,Columbia University Press,Fiction & Literature; History & Social Studies; Travel & Places
425,"The Development of Kamakura Rule, 1180-1250: A History with Documents","Mass, Jeffrey P.",1979,Stanford University,History & Social Studies; Travel & Places
426,The Domestic Assault of Women: Psychological and Criminal Justice Perspectives,"Dutton, Donald G.",1995,University of British Columbia Press,"Family, Childhood, & Education; Social Issues"
427,The Eagle and the Rising Sun: America and Japan in the Twentieth Century,"Emmerson, John K.",1988,Addison-Wesley,Social Issues
428,The Ecclesiastical History of the English People: The Greater Chronicle ; Bede's Letter to Egbert,Bede,1994,Oxford University,History & Social Studies; Religion & Beliefs
429,The Economics of the Imagination ,"Heinzelman, Kurt",1980,University of Massachusetts Press,Business & Law; Fiction & Literature
430,The Economies of Central America ,"Weeks, John",1985,Holmes & Meier,Business & Law
431,The Emerging Markets and Higher Education: Development and Sustainability,"McMullen, Matthew S.",2000,Routledge Falmer,"Business & Law; Family, Childhood, & Education; Social Issues"
432,The Essential Career Guide to Becoming a Middle and High School Teacher ,"Maloy, Robert W.",1999,Bergin & Garvey,"Family, Childhood, & Education; Social Issues"
433,The False Prison: A Study of the Development of Wittgenstein's Philosophy,"Pears, David",1987,Clarendon Press,History & Social Studies; Philosophy
434,The Fateful Discourse of Worldly Things ,"Halliburton, David",1997,Stanford University,Fiction & Literature; Philosophy
435,The Feminism and Socialism of Lily Braun ,"Meyer, Alfred G.",1985,Indiana University Press,Biography; History & Social Studies; Social Issues; Travel & Places
436,The Fiction of Philip Roth and John Updike ,"Searles, George J.",1985,Southern Illinois University Press,Biography; Fiction & Literature
437,The Fight for the Channel Ports: Calais to Brest 1940: a Study in Confusion,"Glover, Michael",1985,Westview Press,History & Social Studies; Military
438,"The Fractured Metropolis: Improving the New City, Restoring the Old City, Reshaping the Region","Barnett, Jonathan",1996,Westview Press,Social Issues
439,"The Gender Question in Education: Theory, Pedagogy, and Politics","Diller, Ann",1996,Westview Press,"Family, Childhood, & Education; Social Issues"
440,The Golden Wand of Medicine: A History of the Caduceus Symbol in Medicine,"Friedlander, Walter J.",1992,Greenwood Press,Health
441,The Growth of the Medieval City: From Late Antiquity to the Early Fourteenth Century,"Nicholas, David",1997,Longman,History & Social Studies
442,"The Health Promoting School: Policy, Research, and Practice","Denman, Sue",2002,Routledge Falmer,Health; Reference & Languages; Social Issues
443,The History of Italy ,"Killinger, Charles L.",2002,Greenwood Press,History & Social Studies; Travel & Places
444,The House of Lords in the Reign of William III ,"Turberville, Arthur S.",1970,Greenwood Press,History & Social Studies; Social Issues; Travel & Places
445,"The Ignoble Savage: American Literary Racism, 1790-1890","Barnett, Louise K.",1975,Greenwood Press,Fiction & Literature
446,The Intelligent Ear:  On the Nature of Sound Perception,"Plomp, Reinier",2002,Lawrence Erlbaum Associates,Health; Science & Technology
447,The Last Years of the Soviet Empire: Snapshots from 1985-1991,"Shlapentokh, Vladimir",1993,Praeger Publishers,History & Social Studies; Travel & Places
448,The Lebanese Conflict:  Looking Inward,"Abul-Husn, Latif",1998,Lynne Rienner,Social Issues
449,The Legacy of Alan Turing ,"Millican, Peter",1996,Clarendon Press,Philosophy; Science & Technology
450,The Liberal Future in America: Essays in Renewal,"Abbot, Philip",1985,Greenwood Press,History & Social Studies; Social Issues
451,The Life and Ballets of Lev Ivanov: Choreographer of the Nutcracker and Swan Lake,"Wiley, Roland J.",1997,Oxford University,"Music, TV, Movies, & more"
452,"The Life of Prayer in a World of Science:  Protestants, Prayer, and American Culture, 1870-1930","Ostrander, Rick",2000,Oxford University Press,Religion & Beliefs; Social Issues
453,The Life of the Parties: Activists in Presidential Politics,"Rapoport, Ronald B.",1986,University of Kentucky Press,Social Issues
454,The Logic of Anarchy: Neorealism to Structural Realism,"Buzan, Barry G.",1993,Columbia University Press,Philosophy; Social Issues
455,The Main Debate: Communism Versus Capitalism,"Machan, Tibor R.",1987,Random House,Business & Law; History & Social Studies; Social Issues
456,"The Making of Classical Edinburgh, 1750-1840 ","Youngson, A. J.",1988,Edinburgh University Press,History & Social Studies; Travel & Places
457,The Making of Iran's Islamic Revolution: From Monarchy to Islamic Republic,"Milani, Mohsen M.",1994,Westview Press,History & Social Studies; Travel & Places
458,The Many Faces of Realism ,"Putnam, Hilary",1987,Open Court Publishing,Health
459,The Military Campaigns of the Wars of the Roses ,"Haigh, Philip A.",1997,Combined Books,History & Social Studies; Travel & Places
460,The Nature of Mathematical Knowledge ,"Kitcher, Philip",1984,Oxford University Press,Science & Technology
461,The New Politics of Race: From Du Bois to the 21st Century,"Durr, Marlese",2002,Praeger,Social Issues; True Crime
462,The Oil Market in the 1980's: A Decade of Decline,"Shojai, Siamack",1992,Praeger Publishers,Business & Law; Science & Technology
463,The Origins of the Great Leap Forward: The Case of One Chinese Province,"Domenach, Jean-Luc",1995,Westview Press,Social Issues
464,The Orphan Trains: Placing out in America,"Holt, Marilyn I.",1992,University of Nebraska Press,"Family, Childhood, & Education; Social Issues"
465,The Oxford Handbook of Free Will ,"Kane, Robert",2001,Oxford University Press,History & Social Studies; Philosophy
466,The Parent's Hyperactivity Handbook: Helping the Fidgety Child,"Paltin, D. M.",1993,Insight Books,Health; Science & Technology; Social Issues
467,The Persian Gulf Crisis ,"Yetiv, Steve A.",1997,Greenwood Press,History & Social Studies; Military; Travel & Places
468,The Philosophy of P.F. Strawson ,"Hahn, Lewis E.",1998,Open Court,Biography; Philosophy
469,The Philosophy of Vegetarianism ,"Dombrowski, Daniel A.",1984,University of Massachusetts Press,Food & Home
470,The Phonology and Morphology of Kimatuumbi ,"Odden, David",1996,Clarendon Press,Reference & Languages; Travel & Places
471,The Physics of Duns Scotus: The Scientific Context of a Theological Vision,"Cross, Richard",1998,Clarendon Press,Religion & Beliefs; Science & Technology
472,The Pinter Ethic: The Erotic Aesthetic,"Prentice, Penelope",2000,Garland,"Fiction & Literature; Music, TV, Movies, & more"
473,"The Political Economy of a Plural World: Critical Reflections on Power, Morals and Civilization","Cox, Robert W.",2002,Routledge,Business & Law; History & Social Studies; Social Issues
474,The Political Economy of Kenya ,"Schatzberg, Michael G.",1987,Praeger Publishers,Business & Law
475,The Political Mobilization of Religious Beliefs ,"Jelen, Ted G.",1991,Praeger Publishers,History & Social Studies; Religion & Beliefs; Social Issues
476,The Political Transformation of the Brazilian Catholic Church ,"Bruneau, Thomas C.",1974,Cambridge University Press,Religion & Beliefs; Social Issues
477,The Politics of Children's Survival ,"Kent, George",1991,Praeger Publishers,"Family, Childhood, & Education; Health; Science & Technology"
478,The Politics of Labour and Development in Trinidad ,"Kiely, Ray",1996,University of the West Indies Press,Social Issues
479,The Power of the Modern Presidency ,"Hargrove, Erwin C.",1974,Temple University Press,Biography; Social Issues
480,The Price of Federalism ,"Peterson, Paul E.",1995,Brookings Institutuion,Social Issues
481,The Psychoeducational Assessment of Preschool Children ,"Bracken, Bruce A.",2004,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Health; Science & Technology; Social Issues"
482,The Psychology of Learning and Motivation: Advances in Research and Theory,"Medin, Douglas L.",1997,Academic Press,"Family, Childhood, & Education; Health; Social Issues"
483,The Psychology of Peacekeeping ,"Langholtz, Harvey J.",1998,Praeger Publishers,Health; Science & Technology; Social Issues
484,The Public Clash of Private Values: The Politics of Morality Policy,"Mooney, Christopher Z.",2001,Chatham House Publishers,Social Issues
485,"The Rainbow Division in the Great War, 1917-1919 ","Cooke, James J.",1994,Praeger Publishers,History & Social Studies; Military; Travel & Places
486,The Rape Victim: A Project of the Committee on Women of the American Psychiatric Association ...,"Hilberman, Elaine",1976,Basic Books,Social Issues; True Crime
487,The Resettlement of British Columbia: Essays on Colonialism and Geographical Change,"Harris, Cole",1997,University of British Columbia Press,History & Social Studies; Travel & Places
488,The Rhetoric of Terrorism and Counterterrorism ,"Leeman, Richard W.",1991,Greenwood Press,Social Issues; True Crime
489,The Rise of the Celts ,"Hubert, Henri H.",1966,Biblo and Tannen,History & Social Studies; Travel & Places
490,The Sacred Depths of Nature ,"Goodenough, Ursula",1998,Oxford University Press,Philosophy; Religion & Beliefs; Science & Technology
491,The Science of Music ,"Maconie, Robin",1997,Clarendon Press,"Music, TV, Movies, & more; Science & Technology"
492,The Self-Conscious Novel: Artifice in Fiction from Joyce to Pynchon,"Stonehill, Brian",1988,University of Pennsylvania Press,Fiction & Literature; Reference & Languages
493,"The Silence of Memory: Armistice Day, 1919-1946","Gregory, Adrian",1994,Berg,History & Social Studies; Military; Travel & Places
494,The Sociology of Economic Life ,"Granovetter, Mark S.",1992,Westview Press,Business & Law; Social Issues
495,"The State, Identity and Violence: Political Disintegration in the Post-Cold War Era","Ferguson, R. Brian",2002,Routledge,Social Issues
496,The Study of Primary Education: A Source Book. Compiled by Colin Conner with Brenda Lofthouse,"Conner, Colin",1990,Falmer Press,"Family, Childhood, & Education; Social Issues"
497,The Supreme Court on Freedom of the Press: Decisions and Dissents,"Hachten, William A.",1968,Iowa State University Press,Social Issues; True Crime
498,The Swimmer: An Integrated Computational Model of a Perceptual-Motor System,"Uttal, William",1992,Lawrence Erlbaum Associates,Sports
499,The Symbolic and Connectionist Paradigms: Closing the Gap,"Dinsmore, John",1992,Lawrence Erlbaum Associates,Health; Science & Technology
500,"The Symposium; and, The Phaedrus: Plato's Erotic Dialogues",Plato,1993,State University of New York Press,"Family, Childhood, & Education; History & Social Studies; Philosophy; Reference & Languages; Religion & Beliefs; Romance; Social Issues"
501,The Turn to the Native: Studies in Criticism and Culture,"Krupat, Arnold",1996,University of Nebraska Press,Fiction & Literature; Social Issues
502,"The Uaw and the Heyday of American Liberalism, 1945-1968 ","Boyle, Kevin",1995,Cornell University Press,Business & Law; History & Social Studies; Social Issues; Travel & Places
503,The Virtual Embodied: Presence/Practice/Technology,"Wood, John",1998,Routledge,Humor & Games; Philosophy; Science & Technology
504,The Wave Theory of Difference and Similarity ,"Link, S. W.",1992,Lawrence Erlbaum Associates,Health; Science & Technology
505,"The Way the Wind Blows: Climate, History, and Human Action","McIntosh, Roderick J.",2000,Columbia University Press,Nature; Science & Technology
506,The World of George Sand ,"Datlof, Natalie",1991,Greenwood Press,Fiction & Literature
507,The Writings and Speeches of Edmund Burke ,"Burke, Edmund",1981,Clarendon Press,History & Social Studies; Travel & Places
508,The Writings and Speeches of Edmund Burke ,"Burke, Edmund",1981,Clarendon Press,Philosophy; Social Issues
509,The Yankee West: Community Life on the Michigan Frontier,"Gray, Susan E.",1996,University of North Carolina Press,History & Social Studies; Social Issues; Travel & Places
510,"The Zero Option: INF, West Germany, and Arms Control","Risse-Kappen, Thomas",1988,Westview Press,History & Social Studies; Military; Social Issues
511,Theology in a New Key: Responding to Liberation Themes,"Brown, Robert M.",1978,Westminster Press,Religion & Beliefs
512,Theories of Scientific Progress:  An Introduction,"Losee, John",2003,Routledge,Philosophy; Science & Technology; Social Issues
513,Thinking about Crime:  Sense and Sensibility in American Penal Culture,"Tonry, Michael H.",2004,Oxford University Press,Social Issues; True Crime
514,Thucydides and Internal War ,"Price, Jonathan J.",2001,Cambridge University Press,History & Social Studies; Military; Travel & Places
515,Toward a Psychology of Persons ,"Smythe, William E.",1998,Lawrence Erlbaum Associates,Health; Science & Technology
516,Toward the End of Growth: Population in America,"Westoff, Charles F.",1973,Prentice-Hall,Business & Law
517,Transferring Juveniles to Criminal Courts: Trends and Implications for Criminal Justice,"Champion, Dean J.",1991,Praeger Publishers,"Family, Childhood, & Education; History & Social Studies; Social Issues; True Crime"
518,Types of Authority in Formative Christianity and Judaism ,"Neusner, Jacob",1999,Routledge,History & Social Studies; Religion & Beliefs
519,Understanding Pictures ,"Lopes, Dominic",1996,Clarendon Press,Art; Philosophy
520,"Unequal Struggle: Class, Gender, Race, and Power in the U.S. Congress","Berg, John C.",1994,Westview Press,Social Issues
521,Using National Data Bases in Educational Research ,"Hilton, Thomas",1992,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Science & Technology; Social Issues"
522,"Virtue, Gender, and the Authentic Self in Eighteenth-Century Fiction: Richardson, Rousseau, and Laclos","Roulston, Christine",1998,University Press of Florida,Fiction & Literature; Social Issues
523,Visions of Virtue in Tokugawa Japan: The Kaitokudo Merchant Academy of Osaka,"Najita, Tetsuo",1987,University of Chicago Press,Philosophy
524,Visual Navigation: From Biological Systems to Unmanned Ground Vehicles,"Aloimonos, Yiannis",1997,Lawrence Erlbaum Associates,Science & Technology
525,Voices of Change: Participatory Research in the United States and Canada,"Park, Peter",1993,Bergin & Garvey,History & Social Studies; Social Issues
526,Washback in Language Testing:  Research Contexts and Methods,"Cheng, Liying",2004,Lawrence Erlbaum Associates,"Family, Childhood, & Education; Reference & Languages; Travel & Places"
527,We the Women: Career Firsts of Nineteenth-Century America,"Stern, Madeleine B.",1994,University of Nebraska Press,Biography; Social Issues
528,What God Has Joined Together: The Annulment Crisis in American Catholicism,"Vasoli, Robert H.",1998,Oxford US,"Family, Childhood, & Education; Religion & Beliefs; Social Issues"
529,What Is a Person? An Ethical Exploration,"Walters, James W.",1997,University of Illinois Press,Philosophy
530,What's a Peasant to Do? Village Becoming Town in Southern China,"Guldin, Gregory Eliyo",2001,Westview Press,Social Issues
531,Why Some Children Succeed despite the Odds ,"Rhodes, Warren A.",1991,Praeger Publishers,"Family, Childhood, & Education; Social Issues"
532,With Malice toward All? The Media and Public Confidence in Democratic Institutions,"Moy, Patricia",2000,Praeger,History & Social Studies; Social Issues
533,Witnessing for Sociology: Sociologists in Court,"Jenkins, Pamela J.",1996,Praeger Publishers,Social Issues; True Crime
534,"Women and Elective Office: Past, Present, and Future","Thomas, Sue",1998,Oxford University Press,Social Issues
535,Women and Sustainable Development in Africa ,"James, Valentine U.",1995,Praeger Publishers,Business & Law; Nature; Science & Technology; Social Issues
536,Women Mystics in Medieval Europe ,"Brunn, Emilie Z.",1989,Paragon House,Health; Religion & Beliefs; Social Issues
537,"Women, Elections & Representation ","Darcy, R.",1994,University of Nebraska Press,Social Issues
538,Women's Lives and Public Policy: The International Experience,"Turshen, Meredeth",1993,Praeger,Social Issues
539,"Workers' Control in Latin America, 1930-1979 ","Brown, Jonathan C.",1997,University of North Carolina Press,Business & Law; Science & Technology; Social Issues; Transportation
540,Writing History in Twentieth-Century Russia: A View from within,"Litvin, A. L.",2001,Palgrave,Biography; Fiction & Literature; History & Social Studies; Travel & Places